duration,rms,zcr,spectral_centroid,spectral_bandwidth,spectral_rolloff,spectral_flatness,pitch_mean,pitch_std,f1_mean,f2_mean,f3_mean,hnr,silence_ratio,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,mfcc_13_mean,skewness,kurtosis,label
3.5301875,0.056008443,0.107325098536036,1343.3132105078896,1308.9094164764654,2519.988738738739,0.121598996,186.2267089184636,14.740236429609386,652.2638391750716,1825.6177550666848,2910.8144324633104,15.02823618705561,0.2612612612612612,-337.0082,95.19021,-3.410359,16.022459,4.043582,-8.348917,-12.946243,-10.202185,-4.1246295,-6.7030916,3.031776,-10.345825,-0.7609681,-0.1724478797137298,4.355291648713233,0
2.8684375,0.055703536,0.0361707899305555,815.4043023675596,1094.6836274323102,1859.2881944444443,0.13883446,97.5496587653866,5.162250115970306,567.830505849045,1759.5645888810386,2720.0231471561374,14.5332585994299,0.3222222222222222,-383.45868,118.05281,-6.966583,44.768425,9.331175,16.942299,-28.56137,-9.1827545,-2.2867117,-13.348206,5.857123,-10.105915,-4.7912817,-0.7047902321177426,2.100729113918187,0
2.696,0.05330283,0.0779756433823529,1267.923689510039,1242.0625440964543,2463.051470588235,0.01909177,118.62700339538,24.865611104582968,682.563047086564,1607.9084099626673,2697.024451189276,11.238052752556218,0.2470588235294117,-301.04483,135.01517,-37.11369,19.752584,-3.2590864,-5.808523,-0.66446453,-15.533405,-11.33296,-1.91757,-1.2061856,-4.719785,-0.64567155,-1.548699617493552,10.933805341426202,1
3.774,0.0586047,0.147067829713983,1636.9217981069703,1330.7568196065158,2864.870233050848,0.13068652,196.6582116975429,28.452152721948472,759.7783940986438,1897.5281222957208,3047.6782769281817,16.42925087775788,0.2542372881355932,-330.1367,82.096054,1.4357833,9.926597,4.1080966,-8.574266,-9.550146,-7.3200426,-12.47905,-10.272341,-0.99166775,3.214933,-4.203745,0.2964057755020033,4.571232482201386,0
7.8723125,0.06309735,0.084213689271255,1088.2366905667448,1067.1365915769004,2083.3122469635628,0.06374764,127.80938688178576,22.517113449978417,576.1404349027032,1716.562991487891,2716.8966278756807,12.711239892677806,0.1578947368421052,-303.03683,145.06035,-22.53066,24.43622,5.184884,-5.2626305,-7.5109515,-19.681112,-7.704489,-7.929211,-7.355981,-3.5428457,-0.3705206,-0.9497673233121792,3.9821509572150218,0
5.1555625,0.06537972,0.0765305507330246,1039.848155517005,1155.6243669956907,2018.7114197530864,0.08925828,98.05917257421837,12.59280869223087,558.4192957899161,1639.4980332648115,2730.50349006583,10.272670588271406,0.1604938271604938,-303.4192,131.71776,-1.2823945,26.072355,3.5745888,14.885055,-26.036236,-16.58378,-9.0346775,-12.96557,4.601405,-4.989576,-5.39392,-0.694285927358585,4.1176611528883225,0
4.052625,0.058279168,0.1183639886811023,1528.8881776724727,1372.660613897052,2789.9852362204724,0.11310038,227.45535660113453,39.65085575603992,733.5101338815371,1796.1035805274275,3164.5681007386443,13.705484728055737,0.2283464566929134,-307.64597,86.79177,-12.522657,-7.9502807,-15.945826,-4.2297244,-20.359215,-12.93959,-12.572903,-7.5564795,-8.449245,2.159155,-5.4813347,-0.0671632387863555,6.119022565488121,0
3.48375,0.058687717,0.1216895427178899,1531.2201119542635,1242.562276687146,2600.2006880733943,0.12664713,213.09423263547717,33.437021359773965,647.8813027340741,1750.2742747788648,2973.3724551746504,15.899838943069646,0.2385321100917431,-305.05145,87.34966,-24.260126,4.381848,-16.028753,-3.1921093,-22.602594,-7.1309342,-11.20864,-9.954171,-7.472766,3.269096,-8.836843,0.254451259157461,2.794165360805472,0
2.624625,0.048532996,0.1354127447289156,1569.13294859778,1214.9668574936288,2615.304969879518,0.17670453,198.3588303040193,21.927871584868235,684.480548358001,1796.077081352696,3055.3877631889272,17.044912654516573,0.3734939759036144,-375.75415,79.903366,-5.6322703,11.429457,4.0568795,-6.5882363,-13.2725525,-12.963715,1.3286967,-5.399519,-0.9119249,-6.8656144,1.3108057,0.0372546702353602,3.049289197995269,0
3.2166875,0.05175783,0.0856425974628712,1254.503350141078,1326.2773285607964,2563.5055693069307,0.13729262,102.3514425403988,6.978546777109327,625.9659041597647,1769.454155665333,2853.6616060928127,11.23752075712638,0.3267326732673267,-343.10938,98.12378,1.6370492,27.81902,3.4701881,16.441002,-24.268038,-14.575477,-9.283944,-12.405594,3.9064384,-5.9534254,-5.590491,-0.6940017586313258,4.627870507695491,0
3.2283125,0.05237759,0.0549678991336633,936.41908426627,1175.6812563973958,1977.5680693069307,0.12667334,98.07317786827232,11.42147316672667,577.0120999166508,1625.8751210335024,2825.9645399212104,11.809523650241816,0.3465346534653465,-363.41968,118.71466,7.910226,19.616812,3.2292278,14.345999,-18.517866,-13.006867,-11.211972,-10.092008,3.4263282,-6.3149095,-3.7386963,-0.6773509402251865,4.1731945465458855,0
2.7755,0.055467315,0.0330347521551724,775.7426342170334,1045.8942310456744,1714.5294540229886,0.14307328,100.64840679006488,9.43386452940552,546.6009011099766,1709.607403367493,2824.214757852274,14.61660222575444,0.3103448275862069,-384.22217,119.85042,-6.478706,43.84932,9.546572,16.153393,-29.680092,-9.5988035,-1.2114065,-14.129281,5.717803,-11.501837,-5.0154867,-0.7295999504731234,1.825535591236365,0
3.1238125,0.057161566,0.0915278220663265,1179.449999771128,1265.0708799653264,2311.543367346939,0.13487093,95.03885331788996,7.332672362099571,569.2301589291641,1700.699819704931,2937.8028789411937,10.81672341509965,0.2653061224489796,-326.2349,109.11946,5.4121914,27.793226,3.5231142,15.965252,-28.368887,-10.521619,-8.589551,-12.014754,2.7950177,-6.740908,-3.2383528,-0.7415000613251316,3.573729696308644,0
6.28175,0.06377304,0.0819073207487309,1163.6038032683632,1124.9316121819768,2250.674175126904,0.076228164,121.48568261923474,16.77329071696892,553.4638419507345,1727.3483644587732,2772.252698886113,13.940358571218349,0.2182741116751269,-322.71698,136.36615,-16.70381,32.550243,5.628466,-3.6305244,-2.402092,-17.96981,-9.149986,-11.105045,-9.460912,-2.0770788,-2.9217548,-0.9631300844131836,3.1351514233838875,0
5.5503125,0.065309525,0.1058391702586206,1267.2685956135622,1228.0311853882945,2324.847341954023,0.085320406,191.63388723626775,22.33329365426242,653.8794361114152,1771.3244713225624,2782.160008816965,17.586292586320695,0.1896551724137931,-316.9226,107.531654,-13.871071,9.190679,-0.098341405,-11.281221,-10.247945,-15.529667,-8.8404,-13.053969,-1.3772646,-0.37626368,0.1898346,-0.0462476234959437,2.767342917773038,0
3.8900625,0.058137335,0.0998375064036885,1271.8317297167189,1292.1093316618276,2462.858606557377,0.11064121,199.3314406117588,26.579951228300544,624.0347996206632,1853.9142599282825,2885.6660379750133,14.242034405112015,0.2377049180327868,-330.39648,100.54572,-8.68196,20.551996,6.0720224,-14.425524,-17.509218,-9.581953,-4.819844,-9.0617,-0.07803564,-9.584771,0.36715135,0.1111802231586963,4.344761131553477,0
2.5665625,0.051335033,0.0454704378858024,939.5380030660036,1171.466423264785,2105.902777777778,0.16483822,170.02642173185333,40.843921854717415,636.0482015942364,1934.2414404408812,2993.7821092568765,18.49393189065236,0.3703703703703703,-396.65448,96.61702,-9.663032,31.41915,11.068647,-10.010948,-14.694697,-3.1361887,2.8348677,-8.358546,2.3898342,-6.8678536,3.9509187,-0.0785358369681485,2.619722998415165,0
5.422625,0.06301111,0.1103687959558823,1373.5329727802896,1260.6329841460106,2473.575367647059,0.0827281,198.9100429168126,29.89967955887795,640.4232301125325,1753.0426511549256,2909.034089106785,15.1144735448904,0.1529411764705882,-291.28586,103.41584,-28.304516,5.5202584,-17.480118,-5.6352496,-20.98045,-8.303869,-10.88524,-11.889737,-9.765382,1.9724592,-7.768651,-0.0383326054455889,3.7913569205439073,0
